cuisine,full_ingredients,ingredients_processed
Spanish,"['butter', 'plain', 'flour', 'oz', 'milk', 'fresh', 'breadcrumb', 'serrano', 'ham', 'chop', 'manchego', 'chop', 'small', 'bunch', 'fresh', 'parsley', 'chop', 'salt', 'cod', 'soak', 'cook', 'flake', 'plain', 'flour', 'freerang', 'egg', 'beaten', 'dri', 'breadcrumb', 'rapese', 'oil', 'deepfri', 'salt', 'freshli', 'ground', 'black', 'pepper', 'freerang', 'egg', 'yolk', 'garlic', 'clove', 'lemon', 'juic', 'oz', 'extra', 'virgin', 'oliv', 'oil', 'mustard', 'powder', 'option', 'saffron', 'option']",butter plain flour oz milk fresh breadcrumb serrano ham chop manchego chop small bunch fresh parsley chop salt cod soak cook flake plain flour freerang egg beaten dri breadcrumb rapese oil deepfri salt freshli ground black pepper freerang egg yolk garlic clove lemon juic oz extra virgin oliv oil mustard powder option saffron option
Spanish,"['tbsp', 'oliv', 'oil', 'onion', 'dice', 'garlic', 'clove', 'fine', 'chop', 'red', 'pepper', 'fine', 'dice', 'ripe', 'tomato', 'chop', 'sprig', 'fresh', 'thyme', 'tsp', 'smoke', 'paprika', 'oz', 'white', 'wine', 'hake', 'cube', 'babi', 'squid', 'slice', 'paella', 'rice', 'litr', 'pint', 'fish', 'stock', 'tsp', 'saffron', 'strand', 'prawn', 'head', 'remov', 'shell', 'tail', 'mussel', 'clam', 'pea', 'lemon', 'juic', 'slice', 'tbsp', 'chop', 'flatleaf', 'parsley', 'tbsp', 'extra', 'virgin', 'oliv', 'oil']",tbsp oliv oil onion dice garlic clove fine chop red pepper fine dice ripe tomato chop sprig fresh thyme tsp smoke paprika oz white wine hake cube babi squid slice paella rice litr pint fish stock tsp saffron strand prawn head remov shell tail mussel clam pea lemon juic slice tbsp chop flatleaf parsley tbsp extra virgin oliv oil
Spanish,"['cook', 'chorizo', 'chop', 'shallot', 'thickli', 'slice', 'woodroast', 'pepper', 'jar', 'thickli', 'slice', 'tsp', 'sweet', 'smoke', 'paprika', 'tbsp', 'tomato', 'pure', 'can', 'tomato', 'roughli', 'chop', 'can', 'butter', 'bean', 'rins', 'drain', 'tbsp', 'oliv', 'oil', 'monkfish', 'cheek', 'unavail', 'use', 'normal', 'monkfish', 'membran', 'remov', 'slice', 'thick', 'piec', 'tsp', 'sugar', 'lemon', 'juic', 'salt', 'freshli', 'ground', 'black', 'pepper', 'tbsp', 'roughli', 'chop', 'flatleaf', 'parsley', 'co', 'lettuc', 'roughli', 'chop', 'cucumb', 'thickli', 'slice', 'tomato', 'cut', 'chunk', 'red', 'pepper', 'thickli', 'slice', 'green', 'pepper', 'thickli', 'slice', 'red', 'onion', 'fine', 'slice', 'can', 'white', 'asparagu', 'tbsp', 'red', 'wine', 'vinegar', 'tbsp', 'extra', 'virgin', 'oliv', 'oil', 'tsp', 'clear', 'honey', 'tsp', 'lemon', 'juic']",cook chorizo chop shallot thickli slice woodroast pepper jar thickli slice tsp sweet smoke paprika tbsp tomato pure can tomato roughli chop can butter bean rins drain tbsp oliv oil monkfish cheek unavail use normal monkfish membran remov slice thick piec tsp sugar lemon juic salt freshli ground black pepper tbsp roughli chop flatleaf parsley co lettuc roughli chop cucumb thickli slice tomato cut chunk red pepper thickli slice green pepper thickli slice red onion fine slice can white asparagu tbsp red wine vinegar tbsp extra virgin oliv oil tsp clear honey tsp lemon juic
Spanish,"['butter', 'fri', 'shallot', 'chop', 'garlic', 'clove', 'chop', 'leek', 'chop', 'carrot', 'chop', 'fennel', 'bulb', 'chop', 'celeri', 'stick', 'chop', 'tbsp', 'tomato', 'pure', 'tomato', 'oz', 'white', 'wine', 'oz', 'brandi', 'bay', 'leaf', 'pint', 'fish', 'stock', 'oz', 'doubl', 'cream', 'pinch', 'cayenn', 'pepper', 'tbsp', 'smoke', 'paprika', 'new', 'potato', 'cook', 'assort', 'fish', 'shellfish', 'salmon', 'cod', 'clam', 'prawn', 'carrot', 'slice', 'boil', 'tender', 'fine', 'bean', 'chop', 'cook', 'hand', 'fresh', 'parsley', 'chop', 'sprig', 'tarragon', 'lemon', 'juic', 'crusti', 'bread', 'garlic', 'mayonnais']",butter fri shallot chop garlic clove chop leek chop carrot chop fennel bulb chop celeri stick chop tbsp tomato pure tomato oz white wine oz brandi bay leaf pint fish stock oz doubl cream pinch cayenn pepper tbsp smoke paprika new potato cook assort fish shellfish salmon cod clam prawn carrot slice boil tender fine bean chop cook hand fresh parsley chop sprig tarragon lemon juic crusti bread garlic mayonnais
Spanish,"['shallot', 'fine', 'slice', 'clove', 'garlic', 'crush', 'caper', 'red', 'chilli', 'fine', 'chop', 'oz', 'oliv', 'oil', 'tbsp', 'sherri', 'vinegar', 'red', 'wine', 'vinegar', 'flatleaf', 'parsley', 'chop', 'tin', 'chop', 'tomato', 'egg', 'prefer', 'freerang', 'slice', 'chorizo', 'option', 'sprig', 'chevril']",shallot fine slice clove garlic crush caper red chilli fine chop oz oliv oil tbsp sherri vinegar red wine vinegar flatleaf parsley chop tin chop tomato egg prefer freerang slice chorizo option sprig chevril
Spanish,"['tbsp', 'extra', 'virgin', 'oliv', 'oil', 'garlic', 'clove', 'chop', 'chilli', 'hot', 'mild', 'tast', 'deseed', 'chop', 'tbsp', 'smoke', 'paprika', 'avail', 'standard', 'paprika', 'onion', 'fine', 'chop', 'bag', 'cook', 'frozen', 'peel', 'prawn', 'defrost', 'use', 'raw', 'king', 'prawn', 'peel', 'devein']",tbsp extra virgin oliv oil garlic clove chop chilli hot mild tast deseed chop tbsp smoke paprika avail standard paprika onion fine chop bag cook frozen peel prawn defrost use raw king prawn peel devein
Spanish,"['goodqual', 'beef', 'minc', 'spici', 'chorizo', 'garlic', 'clove', 'fine', 'chop', 'dri', 'breadcrumb', 'tbsp', 'fullfat', 'milk', 'tsp', 'smoke', 'paprika', 'small', 'bunch', 'flatleaf', 'parsley', 'fine', 'chop', 'freerang', 'egg', 'beaten', 'glug', 'oliv', 'oil', 'bay', 'leav', 'sea', 'salt', 'freshli', 'ground', 'black', 'pepper', 'oz', 'extra', 'virgin', 'oliv', 'oil', 'slice', 'white', 'bread', 'crust', 'remov', 'cut', 'bites', 'piec', 'garlic', 'clove', 'fine', 'chop', 'ground', 'almond', 'oz', 'dri', 'white', 'wine', 'oz', 'age', 'sweet', 'sherri', 'vinegar', 'oz', 'chicken', 'stock', 'tbsp', 'fine', 'chop', 'dill', 'tbsp', 'fine', 'chop', 'flatleaf', 'parsley']",goodqual beef minc spici chorizo garlic clove fine chop dri breadcrumb tbsp fullfat milk tsp smoke paprika small bunch flatleaf parsley fine chop freerang egg beaten glug oliv oil bay leav sea salt freshli ground black pepper oz extra virgin oliv oil slice white bread crust remov cut bites piec garlic clove fine chop ground almond oz dri white wine oz age sweet sherri vinegar oz chicken stock tbsp fine chop dill tbsp fine chop flatleaf parsley
Spanish,"['oz', 'extra', 'virgin', 'oliv', 'oil', 'plu', 'tbsp', 'serv', 'garlic', 'clove', 'thinli', 'slice', 'banana', 'shallot', 'thickli', 'slice', 'long', 'red', 'pimento', 'pepper', 'cut', 'baton', 'tsp', 'sweet', 'smoke', 'paprika', 'tsp', 'espelett', 'pepper', 'overrip', 'plum', 'tomato', 'chop', 'oz', 'veget', 'stock', 'pickl', 'biquinho', 'pepper', 'quarter', 'yellow', 'tomato', 'currant', 'basil', 'leav', 'torn']",oz extra virgin oliv oil plu tbsp serv garlic clove thinli slice banana shallot thickli slice long red pimento pepper cut baton tsp sweet smoke paprika tsp espelett pepper overrip plum tomato chop oz veget stock pickl biquinho pepper quarter yellow tomato currant basil leav torn
Spanish,"['loaf', 'sourdough', 'bread', 'crusti', 'dens', 'white', 'bread', 'slice', 'thick', 'slice', 'garlic', 'clove', 'halv', 'tomato', 'prefer', 'organ', 'halv', 'tbsp', 'extra', 'virgin', 'oliv', 'oil', 'salt']",loaf sourdough bread crusti dens white bread slice thick slice garlic clove halv tomato prefer organ halv tbsp extra virgin oliv oil salt
Spanish,"['tbsp', 'oliv', 'oil', 'onion', 'thinli', 'slice', 'red', 'pepper', 'seed', 'remov', 'fine', 'chop', 'peel', 'potato', 'cut', 'slice', 'larg', 'freerang', 'egg', 'tbsp', 'fine', 'chop', 'parsley', 'salt', 'freshli', 'ground', 'black', 'pepper']",tbsp oliv oil onion thinli slice red pepper seed remov fine chop peel potato cut slice larg freerang egg tbsp fine chop parsley salt freshli ground black pepper
Spanish,"['tbsp', 'oliv', 'oil', 'red', 'onion', 'fine', 'chop', 'tsp', 'dri', 'chilli', 'flake', 'approx', 'raw', 'chorizo', 'sausag', 'cut', 'bites', 'piec', 'tomato', 'pure', 'sunblush', 'tomato', 'chop', 'oz', 'red', 'wine', 'garlic', 'clove', 'short', 'pasta', 'fusilli', 'penn', 'cook', 'accord', 'packet', 'instruct', 'sea', 'salt', 'freshli', 'ground', 'black', 'pepper', 'fresh', 'basil', 'garnish']",tbsp oliv oil red onion fine chop tsp dri chilli flake approx raw chorizo sausag cut bites piec tomato pure sunblush tomato chop oz red wine garlic clove short pasta fusilli penn cook accord packet instruct sea salt freshli ground black pepper fresh basil garnish
Spanish,"['thinli', 'slice', 'crustless', 'white', 'bread', 'tbsp', 'milk', 'thinli', 'slice', 'serrano', 'ham', 'fine', 'chop', 'lamb', 'minc', 'garlic', 'clove', 'crush', 'tsp', 'cumin', 'seed', 'freshli', 'ground', 'tsp', 'coriand', 'seed', 'freshli', 'ground', 'tsp', 'hot', 'paprika', 'tbsp', 'chop', 'fresh', 'flatleaf', 'parsley', 'tsp', 'salt', 'tsp', 'freshli', 'ground', 'black', 'pepper', 'tbsp', 'oliv', 'oil', 'fri', 'tbsp', 'oliv', 'oil', 'shallot', 'fine', 'chop', 'garlic', 'clove', 'crush', 'tsp', 'crush', 'dri', 'chilli', 'vineripen', 'tomato', 'peel', 'chop', 'oz', 'good', 'qualiti', 'fino', 'sherri', 'oz', 'homemad', 'chicken', 'stock', 'bay', 'leav', 'tsp', 'salt', 'freshli', 'ground', 'black', 'pepper', 'veget', 'oil', 'fri', 'larg', 'potato', 'peel', 'fine', 'julien', 'salt', 'hand', 'chop', 'flatleaf', 'pars', 'extra', 'virgin', 'oliv', 'oil']",thinli slice crustless white bread tbsp milk thinli slice serrano ham fine chop lamb minc garlic clove crush tsp cumin seed freshli ground tsp coriand seed freshli ground tsp hot paprika tbsp chop fresh flatleaf parsley tsp salt tsp freshli ground black pepper tbsp oliv oil fri tbsp oliv oil shallot fine chop garlic clove crush tsp crush dri chilli vineripen tomato peel chop oz good qualiti fino sherri oz homemad chicken stock bay leav tsp salt freshli ground black pepper veget oil fri larg potato peel fine julien salt hand chop flatleaf pars extra virgin oliv oil
Spanish,"['tbsp', 'oliv', 'oil', 'slice', 'white', 'bread', 'crust', 'remov', 'cut', 'small', 'cube', 'garlic', 'clove', 'slice', 'thinli', 'heap', 'tsp', 'cumin', 'tbsp', 'red', 'wine', 'sherri', 'vinegar', 'can', 'cook', 'chickpea', 'rins', 'drain', 'sea', 'salt', 'black', 'pepper', 'fresh', 'spinach', 'wash']",tbsp oliv oil slice white bread crust remov cut small cube garlic clove slice thinli heap tsp cumin tbsp red wine sherri vinegar can cook chickpea rins drain sea salt black pepper fresh spinach wash
Spanish,"['onion', 'slice', 'tbsp', 'veget', 'oil', 'garlic', 'clove', 'chop', 'tbsp', 'squid', 'ink', 'avail', 'fishmong', 'short', 'grain', 'paella', 'rice', 'litr', 'pint', 'oz', 'fish', 'stock', 'mussel', 'wash', 'drain', 'beard', 'remov', 'discard', 'mussel', 'remain', 'open', 'plain', 'flour', 'tsp', 'celeri', 'salt', 'tsp', 'freshli', 'ground', 'white', 'pepper', 'tsp', 'smoke', 'paprika', 'butter', 'monkfish', 'tail', 'trim', 'cut', 'piec', 'tomato', 'chop', 'hand', 'fresh', 'parsley', 'leav', 'lemon', 'juic']",onion slice tbsp veget oil garlic clove chop tbsp squid ink avail fishmong short grain paella rice litr pint oz fish stock mussel wash drain beard remov discard mussel remain open plain flour tsp celeri salt tsp freshli ground white pepper tsp smoke paprika butter monkfish tail trim cut piec tomato chop hand fresh parsley leav lemon juic
Spanish,"['garlic', 'clove', 'crush', 'freerang', 'egg', 'yolk', 'lemon', 'juic', 'extra', 'virgin', 'oliv', 'oil', 'drizzl', 'flaki', 'sea', 'salt', 'extra', 'virgin', 'oliv', 'oil', 'jumbo', 'carabinero', 'prawn', 'head', 'litr', 'pint', 'crab', 'shellfish', 'stock', 'extra', 'virgin', 'oliv', 'oil', 'fennel', 'bulb', 'fine', 'chop', 'spanish', 'onion', 'fine', 'chop', 'garlic', 'clove', 'fine', 'chop', 'bomba', 'rice', 'oz', 'ani', 'liqueur', 'oz', 'brandi', 'oz', 'dri', 'white', 'wine', 'hand', 'flat', 'leaf', 'parsley', 'fine', 'chop', 'raw', 'jumbo', 'carabinero', 'prawn', 'head', 'remov', 'use', 'stock', 'medium', 'squid', 'prepar', 'clean', 'ask', 'fishmong']",garlic clove crush freerang egg yolk lemon juic extra virgin oliv oil drizzl flaki sea salt extra virgin oliv oil jumbo carabinero prawn head litr pint crab shellfish stock extra virgin oliv oil fennel bulb fine chop spanish onion fine chop garlic clove fine chop bomba rice oz ani liqueur oz brandi oz dri white wine hand flat leaf parsley fine chop raw jumbo carabinero prawn head remov use stock medium squid prepar clean ask fishmong
Spanish,"['tsp', 'oliv', 'oil', 'cook', 'chorizo', 'sausag', 'fine', 'chop', 'onion', 'chop', 'garlic', 'clove', 'thinli', 'slice', 'pinch', 'dri', 'chilli', 'flake', 'tsp', 'sweet', 'smoke', 'paprika', 'rosemari', 'sprig', 'leav', 'strip', 'fine', 'chop', 'oz', 'red', 'wine', 'tin', 'chop', 'tomato', 'oz', 'fish', 'stock', 'medium', 'squid', 'clean', 'tin', 'chickpea', 'drain', 'drain', 'weight', 'babi', 'spinach', 'small', 'hand', 'flatleaf', 'parsley', 'roughli', 'chop', 'lemon', 'zest', 'sea', 'salt', 'freshli', 'ground', 'black', 'pepper']",tsp oliv oil cook chorizo sausag fine chop onion chop garlic clove thinli slice pinch dri chilli flake tsp sweet smoke paprika rosemari sprig leav strip fine chop oz red wine tin chop tomato oz fish stock medium squid clean tin chickpea drain drain weight babi spinach small hand flatleaf parsley roughli chop lemon zest sea salt freshli ground black pepper
Spanish,"['small', 'desire', 'potato', 'tbsp', 'oliv', 'oil', 'onion', 'thinli', 'slice', 'larg', 'freerang', 'egg', 'salt', 'freshli', 'ground', 'black', 'pepper']",small desire potato tbsp oliv oil onion thinli slice larg freerang egg salt freshli ground black pepper
Spanish,"['butter', 'tbsp', 'oliv', 'oil', 'larg', 'onion', 'fine', 'slice', 'pink', 'fir', 'appl', 'potato', 'peel', 'parboil', 'slice', 'piec', 'hand', 'fresh', 'spinach', 'cook', 'roughli', 'chop', 'freerang', 'egg', 'lightli', 'beaten', 'salt', 'freshli', 'ground', 'pepper']",butter tbsp oliv oil larg onion fine slice pink fir appl potato peel parboil slice piec hand fresh spinach cook roughli chop freerang egg lightli beaten salt freshli ground pepper
Spanish,"['x', 'fresh', 'brown', 'rainbow', 'trout', 'gut', 'gill', 'remov', 'butter', 'small', 'onion', 'peel', 'fine', 'chop', 'plain', 'flour', 'plu', 'three', 'tablespoon', 'dredg', 'oz', 'fullfat', 'milk', 'tsp', 'tomato', 'pure', 'tsp', 'fine', 'chop', 'fresh', 'tarragon', 'leav', 'tsp', 'dijon', 'mustard', 'tbsp', 'doubl', 'cream', 'salt', 'freshli', 'ground', 'black', 'pepper', 'larg', 'freerang', 'egg', 'beaten', 'fine', 'white', 'breadcrumb', 'made', 'toast', 'stale', 'bread', 'blend', 'food', 'processor', 'tbsp', 'ground', 'almond', 'sunflow', 'oil', 'deep', 'fri', 'lemon', 'cut', 'wedg']",x fresh brown rainbow trout gut gill remov butter small onion peel fine chop plain flour plu three tablespoon dredg oz fullfat milk tsp tomato pure tsp fine chop fresh tarragon leav tsp dijon mustard tbsp doubl cream salt freshli ground black pepper larg freerang egg beaten fine white breadcrumb made toast stale bread blend food processor tbsp ground almond sunflow oil deep fri lemon cut wedg
Spanish,"['mussel', 'scrub', 'debeard', 'oz', 'dri', 'white', 'wine', 'thyme', 'sprig', 'tbsp', 'oliv', 'oil', 'cook', 'chorizo', 'chop', 'onion', 'chop', 'garlic', 'clove', 'chop', 'x', 'tin', 'chop', 'tomato', 'tbsp', 'chop', 'fresh', 'flatleaf', 'parsley', 'trout', 'fillet', 'pinbon', 'skin', 'salt', 'freshli', 'ground', 'black', 'pepper', 'crusti', 'bread', 'serv']",mussel scrub debeard oz dri white wine thyme sprig tbsp oliv oil cook chorizo chop onion chop garlic clove chop x tin chop tomato tbsp chop fresh flatleaf parsley trout fillet pinbon skin salt freshli ground black pepper crusti bread serv
Spanish,"['medium', 'aubergin', 'cut', 'round', 'oz', 'oliv', 'oil', 'medium', 'courgett', 'cut', 'slice', 'larg', 'waxi', 'potato', 'charlott', 'thinli', 'slice', 'around', 'roast', 'red', 'pepper', 'jar', 'cut', 'strip', 'small', 'bunch', 'fresh', 'oregano', 'small', 'bunch', 'fresh', 'basil', 'tbsp', 'oliv', 'oil', 'garlic', 'clove', 'crush', 'ripe', 'tomato', 'peel', 'chop', 'tsp', 'dri', 'thyme', 'salt', 'freshli', 'ground', 'black', 'pepper', 'pinch', 'sugar', 'option']",medium aubergin cut round oz oliv oil medium courgett cut slice larg waxi potato charlott thinli slice around roast red pepper jar cut strip small bunch fresh oregano small bunch fresh basil tbsp oliv oil garlic clove crush ripe tomato peel chop tsp dri thyme salt freshli ground black pepper pinch sugar option
Spanish,"['tbsp', 'virgin', 'oliv', 'oil', 'onion', 'fine', 'chop', 'leek', 'trim', 'cut', 'roughli', 'slice', 'garlic', 'clove', 'thinli', 'slice', 'paella', 'rice', 'tsp', 'hot', 'smoke', 'paprika', 'good', 'pinch', 'saffron', 'strand', 'around', 'heap', 'tsp', 'loos', 'pack', 'bay', 'leav', 'sherri', 'white', 'wine', 'oz', 'hot', 'veget', 'stock', 'made', 'stock', 'cube', 'chargril', 'artichok', 'antipasti', 'drain', 'roast', 'red', 'pepper', 'jar', 'drain', 'slice', 'pit', 'black', 'oliv', 'prefer', 'kalamata', 'freshli', 'chop', 'parsley', 'lemon', 'wedg']",tbsp virgin oliv oil onion fine chop leek trim cut roughli slice garlic clove thinli slice paella rice tsp hot smoke paprika good pinch saffron strand around heap tsp loos pack bay leav sherri white wine oz hot veget stock made stock cube chargril artichok antipasti drain roast red pepper jar drain slice pit black oliv prefer kalamata freshli chop parsley lemon wedg
Thai and South-East Asian,"['x', 'age', 'sirloin', 'steak', 'tbsp', 'oliv', 'oil', 'salt', 'freshli', 'ground', 'black', 'pepper', 'red', 'cabbag', 'thinli', 'slice', 'small', 'red', 'onion', 'thinli', 'slice', 'asian', 'pear', 'peel', 'fine', 'chop', 'coconut', 'shave', 'grate', 'tbsp', 'fresh', 'coriand', 'leav', 'tbsp', 'fresh', 'mint', 'leav', 'tbsp', 'sesam', 'seed', 'lime', 'juic', 'garlic', 'clove', 'crush', 'tbsp', 'fine', 'grate', 'ginger', 'tbsp', 'palm', 'sugar', 'tbsp', 'fish', 'sauc', 'tbsp', 'soy', 'sauc', 'red', 'chilli', 'fine', 'chop', 'slice', 'tbsp', 'chop', 'fresh', 'mint', 'leav', 'tbsp', 'chop', 'fresh', 'coriand', 'leav', 'tbsp', 'toast', 'hazelnut', 'roughli', 'chop', 'lime', 'halv']",x age sirloin steak tbsp oliv oil salt freshli ground black pepper red cabbag thinli slice small red onion thinli slice asian pear peel fine chop coconut shave grate tbsp fresh coriand leav tbsp fresh mint leav tbsp sesam seed lime juic garlic clove crush tbsp fine grate ginger tbsp palm sugar tbsp fish sauc tbsp soy sauc red chilli fine chop slice tbsp chop fresh mint leav tbsp chop fresh coriand leav tbsp toast hazelnut roughli chop lime halv
Thai and South-East Asian,"['eat', 'appl', 'peel', 'core', 'grate', 'fine', 'chop', 'ghee', 'butter', 'brown', 'sugar', 'tsp', 'ground', 'cinnamon', 'tbsp', 'ground', 'almond', 'lemon', 'zest', 'chop', 'walnut', 'plain', 'flour', 'plu', 'extra', 'dust', 'tbsp', 'veget', 'oil', 'plu', 'extra', 'greas', 'ghee', 'butter', 'brown', 'sugar', 'oz', 'doubl', 'cream', 'pinch', 'saffron', 'plu', 'extra', 'decor', 'biscuit', 'digest', 'roughli', 'crumbl']",eat appl peel core grate fine chop ghee butter brown sugar tsp ground cinnamon tbsp ground almond lemon zest chop walnut plain flour plu extra dust tbsp veget oil plu extra greas ghee butter brown sugar oz doubl cream pinch saffron plu extra decor biscuit digest roughli crumbl
Thai and South-East Asian,"['thick', 'salmon', 'steak', 'piec', 'root', 'ginger', 'peel', 'cut', 'small', 'thin', 'slice', 'larg', 'clove', 'garlic', 'peel', 'cut', 'small', 'thin', 'slice', 'tomato', 'peel', 'halv', 'fresh', 'red', 'chilli', 'deseed', 'slice', 'fine', 'possibl', 'small', 'yellow', 'pepper', 'deseed', 'thinli', 'slice', 'cardamom', 'pod', 'roughli', 'crush', 'oz', 'tin', 'coconut', 'milk', 'sea', 'salt', 'lime', 'juic', 'hand', 'fresh', 'mint', 'leav', 'chop']",thick salmon steak piec root ginger peel cut small thin slice larg clove garlic peel cut small thin slice tomato peel halv fresh red chilli deseed slice fine possibl small yellow pepper deseed thinli slice cardamom pod roughli crush oz tin coconut milk sea salt lime juic hand fresh mint leav chop
Thai and South-East Asian,"['onion', 'peel', 'quarter', 'piec', 'fresh', 'root', 'ginger', 'peel', 'slice', 'garlic', 'clove', 'peel', 'tsp', 'ground', 'coriand', 'tbsp', 'veget', 'oil', 'oz', 'chines', 'cook', 'wine', 'dri', 'sherri', 'tbsp', 'soy', 'sauc', 'tbsp', 'dark', 'brown', 'sugar', 'litr', 'pint', 'beef', 'stock', 'prefer', 'organ', 'tbsp', 'oyster', 'sauc', 'tbsp', 'rice', 'wine', 'vinegar', 'cinnamon', 'stick', 'star', 'anis', 'beef', 'shin', 'bone', 'cut', 'butcher', 'thick', 'slice', 'beef', 'shin', 'bone', 'cut', 'larg', 'cube', 'carrot', 'peel', 'cut', 'matchstick', 'spring', 'onion', 'cut', 'matchstick', 'long', 'red', 'chilli', 'seed', 'remov', 'cut', 'matchstick', 'long', 'green', 'chilli', 'seed', 'remov', 'cut', 'matchstick', 'bunch', 'fresh', 'coriand', 'fine', 'chop', 'lime', 'juic', 'tbsp', 'thai', 'fish', 'sauc', 'tsp', 'caster', 'sugar']",onion peel quarter piec fresh root ginger peel slice garlic clove peel tsp ground coriand tbsp veget oil oz chines cook wine dri sherri tbsp soy sauc tbsp dark brown sugar litr pint beef stock prefer organ tbsp oyster sauc tbsp rice wine vinegar cinnamon stick star anis beef shin bone cut butcher thick slice beef shin bone cut larg cube carrot peel cut matchstick spring onion cut matchstick long red chilli seed remov cut matchstick long green chilli seed remov cut matchstick bunch fresh coriand fine chop lime juic tbsp thai fish sauc tsp caster sugar
Thai and South-East Asian,"['tbsp', 'soy', 'sauc', 'tbsp', 'chilli', 'powder', 'tbsp', 'chines', 'fivespic', 'powder', 'tbsp', 'light', 'muscovado', 'sugar', 'garlic', 'clove', 'fine', 'chop', 'fresh', 'root', 'ginger', 'peel', 'fine', 'chop', 'boneless', 'pork', 'shoulder', 'rind', 'remov', 'tbsp', 'sesam', 'oil', 'tbsp', 'soy', 'sauc', 'red', 'cabbag', 'thinli', 'slice', 'red', 'onion', 'fine', 'chop', 'larg', 'carrot', 'cut', 'thin', 'matchstick', 'red', 'chilli', 'fine', 'chop', 'seed', 'remov', 'prefer', 'less', 'heat', 'hand', 'coriand', 'leav', 'option', 'black', 'pepper', 'mayonnais', 'sesam', 'seed', 'bun', 'split', 'open', 'toast']",tbsp soy sauc tbsp chilli powder tbsp chines fivespic powder tbsp light muscovado sugar garlic clove fine chop fresh root ginger peel fine chop boneless pork shoulder rind remov tbsp sesam oil tbsp soy sauc red cabbag thinli slice red onion fine chop larg carrot cut thin matchstick red chilli fine chop seed remov prefer less heat hand coriand leav option black pepper mayonnais sesam seed bun split open toast
Thai and South-East Asian,"['spring', 'onion', 'roughli', 'chop', 'garlic', 'clove', 'crush', 'thai', 'shallot', 'roughli', 'chop', 'tbsp', 'dark', 'soy', 'sauc', 'tbsp', 'fish', 'sauc', 'pork', 'belli', 'cut', 'strip', 'tbsp', 'fish', 'sauc', 'tbsp', 'rice', 'vinegar', 'tbsp', 'soft', 'brown', 'sugar', 'red', 'chilli', 'fine', 'chop', 'garlic', 'clove', 'fine', 'chop', 'lime', 'zest', 'juic', 'x', 'packet', 'thin', 'rice', 'noodl', 'cook', 'accord', 'packet', 'instruct', 'drain', 'rins', 'cold', 'water', 'beansprout', 'chines', 'lettuc', 'shred', 'chines', 'broccoli', 'leav', 'hand', 'fresh', 'thai', 'mint', 'leav', 'hand', 'fresh', 'thai', 'basil', 'leav']",spring onion roughli chop garlic clove crush thai shallot roughli chop tbsp dark soy sauc tbsp fish sauc pork belli cut strip tbsp fish sauc tbsp rice vinegar tbsp soft brown sugar red chilli fine chop garlic clove fine chop lime zest juic x packet thin rice noodl cook accord packet instruct drain rins cold water beansprout chines lettuc shred chines broccoli leav hand fresh thai mint leav hand fresh thai basil leav
Thai and South-East Asian,"['chines', 'cabbag', 'fine', 'shred', 'red', 'cabbag', 'fine', 'shred', 'red', 'onion', 'peel', 'fine', 'chop', 'spring', 'onion', 'trim', 'fine', 'slice', 'angl', 'pak', 'choi', 'cut', 'half', 'lengthway', 'fine', 'slice', 'fresh', 'beansprout', 'mangetout', 'julien', 'bunch', 'fresh', 'mint', 'leav', 'bunch', 'fresh', 'coriand', 'leav', 'japanes', 'pickl', 'ginger', 'avail', 'asian', 'supermarket', 'oz', 'rice', 'wine', 'vinegar', 'tsp', 'sea', 'salt', 'flake', 'oz', 'extra', 'virgin', 'oliv', 'oil', 'lime', 'juic', 'tbsp', 'sesam', 'oil', 'tbsp', 'mirin', 'tbsp', 'fine', 'grate', 'fresh', 'ginger']",chines cabbag fine shred red cabbag fine shred red onion peel fine chop spring onion trim fine slice angl pak choi cut half lengthway fine slice fresh beansprout mangetout julien bunch fresh mint leav bunch fresh coriand leav japanes pickl ginger avail asian supermarket oz rice wine vinegar tsp sea salt flake oz extra virgin oliv oil lime juic tbsp sesam oil tbsp mirin tbsp fine grate fresh ginger
Thai and South-East Asian,"['shallot', 'peel', 'fine', 'chop', 'lemongrass', 'stalk', 'tough', 'outer', 'leav', 'remov', 'chop', 'small', 'red', 'chilli', 'chop', 'clove', 'garlic', 'peel', 'crush', 'inch', 'piec', 'fresh', 'root', 'ginger', 'peel', 'grate', 'lime', 'zest', 'tbsp', 'chop', 'fresh', 'coriand', 'tbsp', 'groundnut', 'oil', 'packet', 'firm', 'tofu', 'drain', 'press', 'aubergin', 'short', 'wooden', 'skewer', 'soak', 'cold', 'water', 'least', 'minut', 'tbsp', 'groundnut', 'oil', 'shallot', 'peel', 'fine', 'chop', 'clove', 'garlic', 'peel', 'fine', 'chop', 'larg', 'red', 'chilli', 'seed', 'remov', 'chop', 'tsp', 'ground', 'cumin', 'tsp', 'ground', 'coriand', 'crunchi', 'peanut', 'butter', 'oz', 'coconut', 'milk', 'lime', 'juic', 'salt', 'tast']",shallot peel fine chop lemongrass stalk tough outer leav remov chop small red chilli chop clove garlic peel crush inch piec fresh root ginger peel grate lime zest tbsp chop fresh coriand tbsp groundnut oil packet firm tofu drain press aubergin short wooden skewer soak cold water least minut tbsp groundnut oil shallot peel fine chop clove garlic peel fine chop larg red chilli seed remov chop tsp ground cumin tsp ground coriand crunchi peanut butter oz coconut milk lime juic salt tast
