cuisine,recipe,ingredients
Spanish,Spanish salt cod meatballs in a chickpea soup (Albóndigas de semana santa) ,"['salt cod', 'chickpeas', 'beans', 'garlic', 'bay leaf', 'leek', 'olive oil', 'onion', 'smoked paprika', 'eggs', 'spinach', 'black pepper', 'bread', 'milk', 'salt cod', 'parsley', 'olive oil', 'pepper']"
Spanish,"Andalucian pork with apricots, prunes and herbs, rolled in paprika","['pork fillet', 'prunes', 'dried apricots', 'parsley', 'paprika', 'oregano', 'thyme', 'garlic', 'salt', 'olive oil', 'black pepper', 'lemon']"
Spanish,Arroz verde,"['onion', 'fennel', 'celery', 'carrot', 'mushrooms', 'thyme', 'olive oil', 'shallots', 'garlic', 'stock', 'parsley', 'salt', 'clams', 'prawns', 'cloves', 'salt', 'egg yolk', 'olive oil']"
Spanish,Baby squid stuffed with chorizo and feta,"['sausages', 'white wine', 'feta', 'feta', 'squid', 'vegetable oil', 'fennel', 'olive oil', 'black pepper']"
Spanish,Baked sea bream Rota-style,"['waxy potatoes', 'olive oil', 'onion', 'garlic', 'pepper', 'tomatoes', 'bay leaf', 'sea bream', 'lemon', 'dry sherry', 'parsley', 'black pepper', 'parsley', 'garlic', 'sea salt']"
Spanish,Barbecued sardines,"['cucumber', 'shallot', 'garlic', 'olive oil', 'dill', 'mint', 'fresh coriander', 'limes', 'sardines', 'black pepper']"
Spanish,Basque chicken and chorizo pie,"['chicken thighs', 'smoked paprika', 'sea salt', 'black pepper', 'olive oil', 'onions', 'pepper', 'pepper', 'thyme', 'bay leaves', 'chorizo', 'garlic', 'tomatoes', 'flour', 'plain flour', 'baking powder', 'sea salt', 'butter', 'egg yolk', 'milk']"
Spanish,Sherry steak with mash,"['King Edward', 'garlic', 'black pepper', 'olive oil', 'black pepper', 'olive oil', 'garlic', 'rosemary', 'peppers', 'sherry', 'parsley', 'mint', 'lettuce', 'lettuce', 'almonds', 'paprika']"
Spanish,Black pudding with onions,"['olive oil', 'onion', 'garlic', 'oregano', 'paprika', 'paprika', 'allspice', 'cumin', 'cloves', 'cinnamon', 'black pudding', 'tomatoes', 'black pepper', 'baguette', 'parsley']"
Spanish,Braised pigs' cheeks with garlic-cumin potatoes,"['olive oil', 'onion', 'carrot', 'garlic', 'cumin', 'paprika', 'raisins', 'sherry', 'chicken stock', 'chocolate', 'waxy potatoes', 'olive oil', 'garlic', 'cumin', 'butter', 'white bread', 'almonds', 'thyme', 'orange', 'parsley', 'black pepper']"
Spanish,Broad beans with jamon Ibérico,"['broad beans', 'garlic', 'olive oil', 'sherry vinegar', 'black pepper']"
Spanish,Catalan fish stew,"['olive oil', 'onion', 'fennel', 'chorizo', 'chilli', 'fennel seeds', 'garlic', 'paprika', 'thyme', 'saffron', 'plum', 'white wine', 'mussels', 'white fish', 'almonds', 'lemon', 'spring greens']"
Spanish,Chicken with rice (arroz con pollo),"['onion', 'carrot', 'celery', 'leek', 'garlic', 'bay leaves', 'parsley', 'olive oil', 'red onion', 'cumin', 'garlic', 'chilli', 'carrot', 'smoked paprika', 'tomatoes', 'pepper', 'lager', 'long-grain rice', 'peas', 'chicken breast', 'fresh coriander', 'limes', 'lime']"
Spanish,Chicken and chorizo paella,"['oil', 'chicken', 'chorizo', 'onion', 'garlic', 'peppers', 'chillies', 'smoked paprika', 'chicken stock', 'rice', 'mussels', 'parsley']"
Spanish,"Prawn, chicken and chorizo paella","['prawns', 'olive oil', 'chicken stock', 'saffron', 'chicken thighs', 'chorizo', 'onions', 'garlic', 'tomatoes', 'paprika', 'paella', 'peppers', 'parsley', 'lemon']"
Spanish,Chicken and serrano ham croquetas with padrón peppers,"['butter', 'plain flour', 'milk', 'serrano ham', 'chicken', 'parsley', 'almonds', 'eggs', 'breadcrumbs', 'vegetable oil', 'olive oil', 'peppers', 'sea salt', 'black pepper']"
Spanish,Chicken croquetas with piquillo pepper mayo ,"['butter', 'plain flour', 'milk', 'black pepper', 'breadcrumbs', 'chicken', 'tarragon', 'plain flour', 'eggs', 'breadcrumbs', 'ground almonds', 'rapeseed oil', 'watercress', 'egg yolks', 'English mustard', 'rapeseed oil', 'white wine vinegar', 'peppers', 'parsley', 'black pepper']"
Spanish,Chicken and chorizo casserole,"['vegetable oil', 'chicken thighs', 'onion', 'garlic', 'carrots', 'celery', 'chilli', 'red wine', 'chorizo', 'dry sherry', 'chopped tomatoes', 'chicken stock', 'chickpeas', 'black pepper', 'parsley', 'bread']"
Spanish,Chorizo tapas,"['olive oil', 'shallot', 'garlic', 'chorizo', 'bay leaves', 'red wine', 'olive oil', 'garlic', 'chorizo', 'salt', 'prawns', 'dry sherry', 'parsley']"
Spanish,Churros with peaches and custard,"['egg yolks', 'caster sugar', 'milk', 'double cream', 'vanilla pod', 'butter', 'sugar', 'peaches', 'basil', 'vegetable oil', 'caster sugar', 'butter', 'plain flour', 'baking powder', 'egg']"
Spanish,"Crispy chicken thighs with avocado, chargrilled asparagus, chorizo and aioli","['sea salt', 'chilli', 'garlic', 'chicken thighs', 'vegetable oil', 'garlic', 'egg yolks', 'Dijon mustard', 'saffron', 'rapeseed oil', 'olive oil', 'lemon', 'black pepper', 'avocados', 'egg', 'plain flour', 'breadcrumbs', 'vegetable oil', 'sea salt', 'asparagus', 'chorizo', 'dandelion', 'sherry vinegar']"
Spanish,Cuttlefish or squid stew,"['cuttlefish', 'olive oil', 'onion', 'garlic', 'white wine', 'tomatoes', 'tomatoes', 'thyme', 'bay leaves', 'fennel seeds', 'basil']"
Spanish,Fried chicken wings with braised peas,"['chicken wings', 'sunflower oil', 'garlic', 'sea salt', 'olive oil', 'dried chillies', 'paprika', 'sherry vinegar', 'olive oil', 'shallots', 'garlic', 'peas', 'chicken stock', 'Serrano ham', 'black pepper', 'eggs']"
Spanish,Easy Spanish chicken ,"['olive oil', 'chicken breasts', 'onion', 'pepper', 'courgette', 'chorizo', 'red wine', 'chopped tomatoes', 'butter beans', 'tomato purée', 'oregano', 'dried chilli', 'chicken stock', 'long-grain rice', 'green beans', 'parsley', 'black pepper']"
Spanish,Ensaïmadas,"['plain flour', 'caster sugar', 'yeast', 'salt', 'milk', 'eggs', 'oil', 'icing sugar', 'caster sugar', 'butter', 'ground almonds', 'almond extract', 'orange']"
Spanish,"Fideos con caballa with beetroot, orange and goats' cheese salad ","['bay leaves', 'mackerel', 'olive oil', 'onion', 'tomatoes', 'white wine', 'garlic', 'pasta', 'pasta', 'black pepper']"
Spanish,Flamenco eggs,"['olive oil', 'onion', 'garlic', 'serrano ham', 'smoked paprika', 'tomatoes', 'tomatoes', 'tomato purée', 'peas', 'green beans', 'eggs', 'chorizo', 'pepper', 'peppers', 'black pepper', 'bread', 'garlic', 'olive oil', 'parsley']"
Spanish,"Flamenquín de cerdo Ibérico with romesco sauce, calamari and aioli","['pork loin', 'manchego', 'peppers', 'peppers', 'plain flour', 'eggs', 'breadcrumbs', 'black pepper', 'tomatoes', 'olive oil', 'almonds', 'hazelnuts', 'white bread', 'garlic', 'sherry vinegar', 'potatoes', 'olive oil', 'squid', 'plain flour', 'egg yolks', 'white wine vinegar', 'garlic', 'olive oil', 'lemon']"
Spanish,Galician pie (Empanada Gallega),"['plain flour', 'sea salt', 'baking powder', 'olive oil', 'egg', 'egg', 'olive oil', 'onion', 'pepper', 'pepper', 'scallops', 'ham', 'parsley', 'lemon', 'sea salt', 'black pepper']"
Spanish,Garlic and chilli prawns,"['prawns', 'olive oil', 'garlic', 'parsley', 'chilli', 'sea salt', 'lemon', 'bread']"
Spanish,Garlic mushrooms,"['olive oil', 'garlic', 'mushrooms', 'sherry vinegar', 'black pepper', 'olive oil', 'paprika', 'coriander']"
Spanish,Gazpacho shots with pimenton and caraway seed twists,"['puff pastry', 'plain flour', 'olive oil', 'smoked paprika', 'caraway seeds', 'salt', 'cucumbers', 'celery', 'garlic', 'spring onions', 'peppers', 'peppers', 'tomatoes', 'passata', 'olive oil', 'balsamic vinegar', 'Tabasco', 'black pepper', 'chives', 'basil']"
Spanish,Gazpacho Hispaniola,"['passata', 'spring onions', 'garlic', 'cucumber', 'red onion', 'pepper', 'sherry vinegar', 'white pepper', 'olive oil', ""quails' eggs"", 'basil']"
Spanish,Green beans with garlic and almonds,"['olive oil', 'garlic', 'almonds', 'soy sauce']"
Spanish,Vegetarian paella,"['vegetable oil', 'red onions', 'garlic', 'Calasparra rice', 'turmeric', 'smoked paprika', 'vegetable stock', 'rosemary', 'cherry tomatoes', 'peas', 'olive oil', 'parsley', 'artichoke']"
Spanish,"Grilled red mullet with squid, flatleaf parsley and capers","['parsley', 'shallots', 'olives', 'peppers', 'capers', 'lemon', 'saffron', 'oil', 'black pepper', 'red mullet', 'olive oil', 'squid', 'garlic', 'wine']"
Spanish,Hake and clams in a green sauce (merluza en salsa verde),"['asparagus', 'clams', 'olive oil', 'garlic', 'shallot', 'plain flour', 'white wine', 'stock', 'hake', 'peas', 'parsley', 'black pepper']"
Spanish,Ham and cheese croquetas with rapeseed mayo ,"['butter', 'plain flour', 'milk', 'black pepper', 'breadcrumbs', 'ham', 'cheese', 'parsley', 'plain flour', 'eggs', 'breadcrumbs', 'rapeseed oil', 'egg yolks', 'English mustard', 'rapeseed oil', 'white wine vinegar']"
Spanish,Homemade chorizo,"['pork shoulder', 'pork', 'salt', 'paprika', 'garlic', 'black peppercorns', 'fennel seeds', 'red wine', 'sausage']"
Spanish,Iberian pork jowl with squid salad,"['pork', 'anchovies', 'olive oil', 'parsley', 'croûtons', 'tomatoes', 'spring onions', 'shallot', 'squid', 'chorizo', 'olive oil', 'white wine vinegar', 'black pepper', 'chervil']"
Spanish,"Iberico pork pluma, herb vinaigrette and piquillo pepper purée","['sea salt', 'caster sugar', 'thyme', 'olive oil', 'parsley', 'oregano', 'garlic', 'chilli', 'cumin', 'paprika', 'shallot', 'red wine vinegar', 'olive oil', 'black pepper', 'shallot', 'garlic', 'olive oil', 'peppers', 'sherry vinegar', 'chicken stock', 'chickpeas', 'cumin', 'paprika', 'salt', 'vegetable oil']"
Spanish,Kimchi croquettes,"['tomatoes', 'olive oil', 'black pepper', 'butter', 'plain flour', 'milk', 'shallot', 'eggs', 'breadcrumbs', 'vegetable oil', 'black pepper', 'salmon', 'chives']"
Spanish,Lamb-stuffed aubergines with Moorish spices and Manchego cheese,"['aubergines', 'olive oil', 'onion', 'garlic', 'pepper', 'cumin', 'cinnamon', 'nutmeg', 'paprika', 'dried chillies', 'lamb mince', 'tomato', 'Manchego', 'black pepper']"
Spanish,"Lamb cutlets with wrinkled potatoes, red and green salsa","['olive oil', 'onions', 'garlic', 'peppers', 'chillis', 'soy sauce', 'oregano', 'garlic', 'cumin', 'ginger', 'lamb', 'potatoes', 'salt', 'coriander', 'cumin', 'spring onions', 'sherry vinegar', 'olive oil', 'garlic', 'cayenne pepper', 'black pepper', 'olive oil', 'parsley', 'garlic', 'smoked paprika', 'lemon', 'tomato', 'white wine vinegar', 'caster sugar', 'sea salt', 'fennel seeds', 'cayenne pepper', 'oregano', 'cumin', 'black pepper']"
Spanish,Manchego croquetas with padron peppers and ham,"['butter', 'plain flour', 'milk', 'breadcrumbs', 'Manchego', 'parsley', 'eggs', 'breadcrumbs', 'black pepper', 'olive oil', 'peppers', 'sea salt']"
Spanish,Fideuà ,"['tomatoes', 'garlic', 'onions', 'monkfish', 'lemon', 'salt', 'olive oil', 'monkfish', 'prawns', 'onions', 'garlic', 'squid', 'smoked paprika', 'mussels', 'mussels', 'black pepper', 'almonds', 'parsley', 'lemons']"
Spanish,Marinated Ibérico pork fillet with sautéed potatoes,"['olive oil', 'paprika', 'oregano', 'garlic', 'cumin', 'pork fillets', 'waxy potatoes', 'olive oil', 'onion', 'garlic', 'thyme', 'black pepper']"
Spanish,Marmitako (Basque fish stew),"['bonito', 'olive oil', 'leek', 'carrot', 'garlic', 'onion', 'bay leaf', 'olive oil', 'garlic', 'onion', 'pepper', 'pepper', 'chilli', 'tomatoes', 'peppers', 'peppers', 'peppers', 'wine', 'wine', 'potatoes', 'bay leaf', 'olive oil', 'fresh tuna', 'parsley', 'olive oil', 'vinegar', 'shallot', 'chives', 'black pepper']"
Spanish,Hake with chorizo and potatoes (Merluza à la Gallega),"['olive oil', 'onions', 'garlic', 'paprika', 'chorizo', 'peppers', 'peppers', 'pepper', 'white wine', 'hake', 'black pepper']"
Spanish,Moorish meatballs,"['mince', 'garlic', 'coriander', 'cumin', 'paprika', 'cinnamon', 'cardamom', 'parsley', 'lemon', 'breadcrumbs', 'double cream', 'egg', 'olive oil', 'black pepper', 'olive oil', 'onion', 'garlic', 'cinnamon', 'cayenne pepper', 'cumin', 'turmeric', 'bay leaves', 'tomatoes', 'honey', 'yoghurt', 'parsley', 'floury potatoes', 'olive oil', 'garlic', 'sherry vinegar', 'honey', 'paprika', 'paprika', 'parsley']"
Spanish,Nigel Slater's gazpacho ,"['cucumber', 'pepper', 'pepper', 'tomatoes', 'shallots', 'garlic', 'white bread', 'olive oil', 'sherry vinegar']"
Spanish,The Hairy Bikers' paella ,"['olive oil', 'chicken thighs', 'chorizo', 'garlic', 'tomatoes', 'smoked paprika', 'lemon', 'chicken stock', 'bay leaves', 'thyme', 'green beans', 'Calasparra rice', 'saffron', 'mussels', 'mussels', 'prawns', 'lemon', 'black pepper']"
Spanish,Padron peppers,"['peppers', 'sea salt']"
Spanish,Easy paella,"['olive oil', 'chicken breasts', 'prawns', 'mussels', 'garlic', 'tomatoes', 'Calasparra rice', 'saffron', 'chicken stock', 'cherry tomatoes', 'broad beans']"
Spanish,Paella,"['chorizo', 'pancetta', 'garlic', 'onion', 'thyme', 'paprika', 'white wine', 'chicken stock', 'chicken', 'clams', 'peas', 'tomatoes', 'olive oil', 'garlic', 'prawns', 'squid', 'parsley', 'black pepper']"
Spanish,"Pan-fried hake on the bone with Arbequina olive oil mash, surf clams, chorizo and flat parsley","['potato', 'butter', 'double cream', 'olive oil', 'hake', 'olive oil', 'chorizo', 'shallot', 'clams', 'sherry', 'white wine', 'butter', 'parsley', 'lemon juice']"
Spanish,"Pardina lentils with white wine, Serrano ham and pimentón","['lentils', 'olive oil', 'garlic', 'onion', 'carrot', 'Serrano ham', 'smoked paprika', 'tomatoes', 'white wine', 'parsley', 'black pepper']"
Spanish,Pataquetas,"['plain flour', 'yeast', 'sugar', 'white bread', 'salt', 'oil']"
Spanish,Patatas bravas,"['potatoes', 'olive oil', 'black pepper', 'chopped tomatoes', 'chillies', 'garlic', 'parsley']"
Spanish,Easy patatas bravas,"['olive oil', 'smoked paprika', 'dried chilli', 'Tabasco', 'red wine vinegar', 'tomato', 'floury potatoes', 'olive oil', 'salt']"
Spanish,Pistachio and white chocolate churros,"['pistachios', 'icing sugar', 'milk', 'egg yolks', 'almond extract', 'butter', 'food colouring', 'white chocolate', 'sugar', 'butter', 'salt', 'plain flour', 'eggs', 'vanilla extract', 'vegetable oil', 'sugar', 'white chocolate', 'single cream', 'dark chocolate', 'liqueur']"
Spanish,Pork belly croquettes,"['pork belly', 'chicken stock', 'bay leaves', 'black peppercorns', 'butter', 'paprika', 'honey', 'soy sauce', 'potatoes', 'double cream', 'garlic', 'Manchego', 'parsley', 'plain flour', 'eggs', 'breadcrumbs', 'vegetable oil', 'sea salt']"
Spanish,Prawn paella,"['olive oil', 'chorizo', 'onion', 'pepper', 'garlic', 'dried chilli', 'paprika', 'paprika', 'thyme', 'paella', 'white wine', 'stock', 'saffron', 'seeds', 'prawns', 'prawns', 'squid', 'mussels', 'clams', 'peas', 'lemon', 'black pepper', 'parsley', 'olive oil']"
Spanish,Prawns with garlic butter,"['olive oil', 'butter', 'prawns', 'garlic', 'black pepper', 'parsley']"
Spanish,Prawn fritters with saffron aioli,"['prawns', 'limes', 'red onion', 'chilli', 'shallot', 'coriander', 'spring onion', 'cornflour', 'egg', 'oil', 'black pepper', 'egg yolks', 'garlic', 'lemon juice', 'sea salt', 'olive oil', 'saffron']"
Spanish,Pulpo à la feria,"['octopus', 'onion', 'paprika', 'cayenne pepper', 'olive oil', 'salt']"
Spanish,Quick paella with hot-smoked salmon,"['olive oil', 'onion', 'garlic', 'chorizo', 'paprika', 'chicken stock', 'peas', 'clams', 'parsley', 'smoked salmon', 'lemon', 'black pepper']"
Spanish,Quince paste (membrillo),"['quinces', 'vanilla pod', 'caster sugar']"
Spanish,Rack of lamb with escalivada and pickled onions,"['lamb', 'olives', 'anchovies', 'capers', 'chilli', 'rosemary', 'olive oil', 'black pepper', 'vinegar', 'vinegar', 'caster sugar', 'black peppercorns', 'red onions', 'black pepper', 'olive oil', 'aubergines', 'garlic', 'thyme', 'olive oil', 'peppers', 'lemon juice', 'parsley']"
Spanish,"Rice with clams, prawns and aioli","['olive oil', 'shallots', 'garlic', 'stock', 'parsley', 'salt', 'rice', 'clams', 'clams', 'prawns', 'garlic', 'salt', 'egg yolk', 'lemon juice', 'olive oil']"
Spanish,"Roasted sea bass with chorizo, red onion and cherry tomatoes","['olive oil', 'red onion', 'garlic', 'chorizo', 'thyme', 'olives', 'cherry tomatoes', 'black pepper', 'sea bass', 'thyme', 'olive oil']"
Spanish,Roasted pork fillet with chorizo and pepper sauce,"['pork fillet', 'paprika', 'olive oil', 'black pepper', 'olive oil', 'garlic', 'rosemary', 'chorizo', 'paprika', 'beans', 'peppers', 'double cream', 'parsley', 'stock', 'parsley']"
Spanish,"Roasted sardines, mackerel and radishes","['tomatoes', 'thyme', 'garlic', 'baguette', 'olive oil', 'sardines', 'mackerel', 'radishes', 'cumin', 'honey', 'basil', 'black pepper']"
Spanish,Roast halibut with butter beans and chorizo,"['olive oil', 'shallots', 'onion', 'carrot', 'chorizo', 'butter beans', 'vegetable stock', 'parsley', 'black pepper', 'halibut', 'olive oil', 'lemon']"
Spanish,Roast pork,"['pork shoulder', 'olive oil', 'lemon', 'onions', 'salt', 'garlic', 'chilli', 'fennel seeds', 'cloves', 'black peppercorns', 'smoked paprika', 'cinnamon', 'thyme', 'thyme', 'oregano', 'oregano', 'olive oil', 'sherry vinegar', 'plain flour', 'white wine']"
Spanish,Rustic Spanish bread (Pan Rustico),"['caster sugar', 'yeast', 'strong white flour', 'caster sugar', 'yeast', 'strong white flour', 'salt', 'olive oil']"
Spanish,Brandade,"['parsley', 'olive oil', 'salt', 'potato', 'salt', 'milk', 'bay leaves', 'thyme', 'garlic', 'olive oil', 'olive oil', 'white pepper', 'lemon', 'squid', 'black pepper', 'baguette', 'pepper', 'pepper']"
Spanish,Salt cod croquettes with apple and horseradish remoulade,"['salt cod', 'potato', 'shallots', 'garlic', 'parsley', 'dill', 'plain flour', 'eggs', 'breadcrumbs', 'sunflower oil', 'horseradish sauce', 'crème fraîche', 'apples', 'lemon', 'black pepper', 'lovage', 'sunflower oil', 'horseradish']"
Spanish,Salt cod with deep fried cauliflower and pepper sauce,"['salt cod', 'cauliflower', 'sunflower oil', 'black pepper', 'eggs', 'eggs', 'olive oil', 'onion', 'garlic', 'saffron', 'bay leaves', 'white wine', 'chicken stock', 'peppers', 'almonds', 'parsley']"
Spanish,"Scallops with oloroso sherry, oyster mushrooms and migas","['olive oil', 'garlic', 'white bread', 'saffron', 'salt', 'olive oil', 'onion', 'salt', 'scallops', 'black pepper', 'sherry', 'oyster mushrooms', 'olive oil', 'black pepper', 'oregano', 'paprika']"
Spanish,Scallops and chorizo,"['chorizo', 'spring onions', 'chillies', 'scallops', 'honey']"
Spanish,"Sea bass with sautéed wild mushrooms, sage and crispy Serrano ham","['olive oil', 'shallot', 'garlic', 'wild mushrooms', 'sage', 'black pepper', 'stock', 'ham', 'sea bass']"
Spanish,Serrano ham and chicken croquettes ,"['butter', 'serrano ham', 'flour', 'milk', 'chicken breast', 'salt', 'egg', 'eggs', 'breadcrumbs', 'vegetable oil', 'lettuce', 'tomatoes', 'spring onions', 'asparagus', 'olive oil', 'red wine vinegar', 'olive oil', 'salt', 'eggs', 'olives']"
Spanish,Serrano ham and salt cod croquetas with aioli,"['butter', 'plain flour', 'milk', 'breadcrumbs', 'serrano ham', 'manchego', 'parsley', 'salt cod', 'plain flour', 'eggs', 'breadcrumbs', 'rapeseed oil', 'black pepper', 'egg yolks', 'garlic', 'lemon', 'olive oil', 'mustard powder', 'saffron']"
Spanish,Southern paella ,"['olive oil', 'onion', 'garlic', 'pepper', 'tomatoes', 'thyme', 'paprika', 'white wine', 'hake', 'squid', 'paella', 'stock', 'saffron', 'prawns', 'mussels', 'clams', 'peas', 'lemons', 'parsley', 'olive oil']"
Spanish,Spanish monkfish with chorizo and wood-roasted peppers and salad,"['chorizo', 'shallots', 'peppers', 'paprika', 'tomato purée', 'butter beans', 'olive oil', 'monkfish', 'monkfish', 'sugar', 'lemon', 'black pepper', 'parsley', 'Cos lettuce', 'cucumber', 'pepper', 'pepper', 'red onion', 'asparagus', 'red wine vinegar', 'olive oil', 'honey', 'lemon juice']"
Spanish,Spanish seafood stew,"['butter', 'shallots', 'garlic', 'leek', 'carrot', 'fennel', 'celery', 'tomato purée', 'tomatoes', 'white wine', 'brandy', 'bay leaf', 'stock', 'double cream', 'cayenne pepper', 'paprika', 'new potatoes', 'shellfish', 'carrots', 'beans', 'parsley', 'tarragon', 'lemon', 'bread', 'mayonnaise']"
Spanish,Spanish-style baked eggs,"['shallots', 'garlic', 'capers', 'chilli', 'olive oil', 'red wine vinegar', 'parsley', 'chopped tomatoes', 'eggs', 'chorizo']"
Spanish,Spanish garlic prawns,"['olive oil', 'garlic', 'chillies', 'smoked paprika', 'onion', 'prawns', 'prawns']"
Spanish,Spanish meatballs in an almond and sherry sauce,"['beef mince', 'chorizo', 'garlic', 'breadcrumbs', 'milk', 'smoked paprika', 'parsley', 'egg', 'olive oil', 'black pepper', 'olive oil', 'white bread', 'garlic', 'ground almonds', 'white wine', 'Sherry vinegar', 'chicken stock', 'dill', 'parsley']"
Spanish,Spanish stew,"['olive oil', 'garlic', 'shallot', 'pepper', 'paprika', 'pepper', 'tomatoes', 'vegetable stock', 'peppers', 'tomato', 'basil']"
Spanish,Spanish tomato bread,"['sourdough bread', 'garlic', 'tomatoes', 'olive oil', 'salt']"
Spanish,Spanish tortilla ,"['olive oil', 'onion', 'pepper', 'potatoes', 'eggs', 'parsley', 'black pepper']"
Spanish,Spicy chorizo penne pasta,"['olive oil', 'onion', 'dried chilli', 'chorizo', 'garlic', 'fusilli', 'black pepper', 'basil']"
Spanish,Spicy lamb albondigas (meatballs),"['white bread', 'milk', 'Serrano ham', 'lamb mince', 'garlic', 'cumin', 'coriander seeds', 'paprika', 'parsley', 'salt', 'black pepper', 'olive oil', 'olive oil', 'shallots', 'garlic', 'dried chillies', 'tomatoes', 'sherry', 'chicken stock', 'salt', 'black pepper', 'vegetable oil', 'potatoes', 'salt', 'olive oil']"
Spanish,Spinach and chickpeas,"['olive oil', 'white bread', 'garlic', 'cumin', 'sherry vinegar', 'chickpeas', 'black pepper', 'spinach']"
Spanish,Squid ink rice with monkfish,"['onion', 'vegetable oil', 'garlic', 'squid', 'paella', 'stock', 'mussels', 'mussels', 'plain flour', 'celery', 'white pepper', 'paprika', 'butter', 'monkfish', 'parsley', 'lemon']"
Spanish,Squid and carabineros prawns with bomba rice and alioli,"['garlic', 'egg yolks', 'lemon', 'olive oil', 'sea salt', 'olive oil', 'prawn', 'shellfish', 'olive oil', 'fennel', 'onion', 'garlic', 'rice', 'liqueur', 'brandy', 'white wine', 'parsley', 'prawns', 'squid']"
Spanish,"Squid, chickpea and chorizo stew ","['olive oil', 'chorizo', 'onion', 'garlic', 'dried chilli', 'smoked paprika', 'rosemary', 'red wine', 'chopped tomatoes', 'stock', 'squid', 'chickpeas', 'spinach', 'parsley', 'lemon', 'black pepper']"
Spanish,Spanish omelette,"['potatoes', 'olive oil', 'onion', 'eggs', 'black pepper']"
Spanish,Spanish-style tortilla,"['butter', 'olive oil', 'onions', 'Pink Fir Apple', 'spinach', 'eggs', 'pepper']"
Spanish,Trout croquettes,"['rainbow trout', 'butter', 'onion', 'plain flour', 'milk', 'tomato purée', 'tarragon', 'Dijon mustard', 'double cream', 'black pepper', 'eggs', 'breadcrumbs', 'ground almonds', 'sunflower oil', 'lemon']"
Spanish,Trout with mussel and chorizo salsa,"['mussels', 'white wine', 'thyme', 'olive oil', 'chorizo', 'onion', 'garlic', 'chopped tomatoes', 'parsley', 'trout', 'black pepper', 'bread']"
Spanish,Tumbet,"['aubergines', 'olive oil', 'courgettes', 'waxy potatoes', 'peppers', 'oregano', 'basil', 'olive oil', 'garlic', 'tomatoes', 'thyme', 'black pepper', 'sugar']"
Spanish,Vegetable paella ,"['olive oil', 'onion', 'leeks', 'garlic', 'rice', 'smoked paprika', 'saffron', 'bay leaves', 'white wine', 'vegetable stock', 'artichoke', 'peppers', 'olives', 'parsley', 'lemon']"
Thai and South-East Asian,Aged sirloin steak with Thai salad and toasted hazelnuts,"['sirloin', 'olive oil', 'black pepper', 'red cabbage', 'red onion', 'pear', 'coconut', 'fresh coriander', 'mint', 'sesame seeds', 'limes', 'garlic', 'ginger', 'palm sugar', 'fish sauce', 'soy sauce', 'chillies', 'mint', 'fresh coriander', 'hazelnuts', 'lime']"
Thai and South-East Asian,Apple momos,"['apples', 'ghee', 'brown sugar', 'cinnamon', 'ground almonds', 'lemon', 'walnuts', 'plain flour', 'vegetable oil', 'ghee', 'brown sugar', 'double cream', 'saffron', 'biscuits']"
Thai and South-East Asian,Aromatic salmon cooked in coconut milk,"['salmon', 'ginger', 'garlic', 'chilli', 'pepper', 'cardamom', 'coconut milk', 'salt', 'limes', 'mint']"
Thai and South-East Asian,Braised shin of beef with hot and sour shredded salad,"['onions', 'ginger', 'garlic', 'coriander', 'vegetable oil', 'dry sherry', 'soy sauce', 'brown sugar', 'beef stock', 'oyster sauce', 'rice wine', 'cinnamon', 'star anise', 'shin', 'shin', 'carrots', 'spring onions', 'chilli', 'chilli', 'fresh coriander', 'lime', 'fish sauce', 'caster sugar']"
Thai and South-East Asian,Five-spice pulled pork with spicy slaw,"['soy sauce', 'chilli powder', 'five-spice powder', 'cloves', 'ginger', 'pork shoulder', 'sesame oil', 'soy sauce', 'red cabbage', 'red onion', 'carrot', 'chillies', 'coriander', 'black pepper', 'mayonnaise', 'buns']"
Thai and South-East Asian,Pork belly noodle salad,"['spring onions', 'garlic', 'shallots', 'soy sauce', 'fish sauce', 'pork belly', 'fish sauce', 'rice vinegar', 'brown sugar', 'chilli', 'garlic', 'rice noodles', 'beansprouts', 'lettuce', 'broccoli', 'mint', 'Thai basil']"
Thai and South-East Asian,Lime and ginger slaw,"['Chinese cabbage', 'red cabbage', 'red onion', 'spring onions', 'pak choi', 'beansprouts', 'mangetout', 'mint', 'fresh coriander', 'ginger', 'rice wine', 'sea salt', 'olive oil', 'limes', 'sesame oil', 'mirin', 'ginger']"
Thai and South-East Asian,Aubergine and tofu satay,"['shallot', 'lemongrass', 'garlic', 'ginger', 'zest', 'fresh coriander', 'tofu', 'aubergine', 'shallot', 'garlic', 'seeds', 'cumin', 'peanut butter', 'coconut milk', 'lime', 'salt']"
Thai and South-East Asian,Aubergine satay skewers,"['aubergines', 'salt', 'vegetable oil', 'vegetable oil', 'peanuts', 'shallots', 'garlic', 'chilli powder', 'brown sugar', 'soy sauce', 'chilli', 'lemon', 'salt']"
Thai and South-East Asian,Ayam golek (spiced chicken with coconut cream and rojak salad),"['ginger', 'galangal', 'galangal', 'salt', 'chillies', 'shallots', 'garlic', 'lemongrass', 'poussin', 'coconut cream', 'sugar', 'limes', 'chillies', 'ginger', 'tamarind', 'lime', 'fish sauce', 'caster sugar', 'cucumber', 'pineapple', 'mango', 'papaya', 'apple', 'spring onions', 'mint', 'peanuts']"
